,id,places,theme,cluster
69,69,"[824, 187, 380, 270]","[0.5, 0.0, 0.0, 0.5, 0.25, 0.0, 0.0, 0.75, 1.0, 0.0, 0.0, 0.0, 0.25, 0.75, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",11
70,70,"[1, 8, 112, 18, 60]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.2, 0.8, 0.6, 0.4, 0.0, 0.2, 0.6, 0.2, 0.2, 0.6, 0.2, 0.0, 0.8, 0.2, 0.0, 0.0]",6
71,71,"[1, 3, 4, 9, 61]","[0.2, 0.0, 0.4, 0.4, 0.0, 0.0, 0.4, 0.6, 0.4, 0.0, 0.6, 0.2, 0.8, 0.0, 0.6, 0.4, 0.0, 0.0, 0.6, 0.2, 0.0, 0.2]",3
72,72,"[1, 2, 223, 134, 15, 310, 575]","[0.0, 0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.0, 0.0, 0.14285714285714285, 0.8571428571428571, 0.2857142857142857, 0.5714285714285714, 0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.14285714285714285, 1.0, 0.0, 0.0, 0.0]",2
73,73,"[2, 219, 94]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",9
74,74,"[5, 8, 112, 22, 60, 573]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.0, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",5
75,75,"[65, 2, 3, 8, 9, 10, 15, 18, 19, 59]","[0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.1, 0.9, 0.3, 0.3, 0.4, 0.3, 0.4, 0.3, 0.5, 0.3, 0.1, 0.1, 0.8, 0.2, 0.0, 0.0]",3
76,76,"[4, 8, 13, 174, 15, 50, 19, 23, 59, 382, 31]","[0.09090909090909091, 0.0, 0.7272727272727273, 0.18181818181818182, 0.0, 0.0, 0.09090909090909091, 0.9090909090909091, 0.2727272727272727, 0.6363636363636364, 0.09090909090909091, 0.09090909090909091, 0.2727272727272727, 0.6363636363636364, 0.18181818181818182, 0.2727272727272727, 0.2727272727272727, 0.2727272727272727, 1.0, 0.0, 0.0, 0.0]",1
77,77,"[1, 3, 10, 13, 336, 17, 80, 21, 22, 310]","[0.1, 0.0, 0.5, 0.4, 0.1, 0.1, 0.2, 0.6, 0.5, 0.3, 0.2, 0.2, 0.5, 0.3, 0.4, 0.5, 0.1, 0.0, 0.8, 0.2, 0.0, 0.0]",7
78,78,"[98, 2, 5, 8, 10, 15, 80, 29, 179, 83, 22, 23, 153, 123, 573, 30, 319]","[0.29411764705882354, 0.17647058823529413, 0.23529411764705882, 0.29411764705882354, 0.29411764705882354, 0.11764705882352941, 0.11764705882352941, 0.47058823529411764, 0.6470588235294118, 0.23529411764705882, 0.11764705882352941, 0.058823529411764705, 0.7647058823529411, 0.17647058823529413, 0.23529411764705882, 0.4117647058823529, 0.23529411764705882, 0.11764705882352941, 0.7647058823529411, 0.058823529411764705, 0.0, 0.17647058823529413]",10
79,79,"[1, 3, 4, 6, 11, 21]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.16666666666666666, 0.5, 0.5, 0.5, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.5, 0.5, 0.0, 0.0]",9
80,80,"[2, 5, 37, 10, 18, 58, 59, 61]","[0.125, 0.125, 0.375, 0.375, 0.0, 0.0, 0.25, 0.75, 0.625, 0.25, 0.125, 0.0, 0.75, 0.25, 0.5, 0.5, 0.0, 0.0, 0.625, 0.25, 0.0, 0.125]",5
81,81,"[32, 98, 8, 41, 11, 15, 49, 23, 341, 22, 567, 248, 122, 28]","[0.0, 0.0, 0.35714285714285715, 0.6428571428571429, 0.0, 0.07142857142857142, 0.0, 0.9285714285714286, 0.35714285714285715, 0.5714285714285714, 0.07142857142857142, 0.21428571428571427, 0.42857142857142855, 0.35714285714285715, 0.42857142857142855, 0.21428571428571427, 0.21428571428571427, 0.14285714285714285, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",2
82,82,"[112, 17, 5, 573]","[0.0, 0.0, 0.25, 0.75, 0.0, 0.0, 0.0, 1.0, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.75, 0.25, 0.0, 0.0, 0.75, 0.25, 0.0, 0.0]",11
83,83,"[6, 13, 78, 84, 25, 62]","[0.3333333333333333, 0.0, 0.5, 0.16666666666666666, 0.3333333333333333, 0.0, 0.16666666666666666, 0.5, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.5, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333]",10
84,84,"[50, 59, 13, 707]","[0.25, 0.0, 0.75, 0.0, 0.0, 0.0, 0.25, 0.75, 0.5, 0.5, 0.0, 0.0, 0.25, 0.75, 0.0, 0.75, 0.0, 0.25, 1.0, 0.0, 0.0, 0.0]",1
85,85,"[643, 8, 10, 75, 13, 270, 47, 19, 52, 25, 31]","[0.18181818181818182, 0.0, 0.5454545454545454, 0.2727272727272727, 0.09090909090909091, 0.0, 0.18181818181818182, 0.7272727272727273, 0.6363636363636364, 0.36363636363636365, 0.0, 0.0, 0.2727272727272727, 0.7272727272727273, 0.18181818181818182, 0.45454545454545453, 0.2727272727272727, 0.09090909090909091, 0.8181818181818182, 0.18181818181818182, 0.0, 0.0]",1
86,86,"[1, 10, 13, 21, 92, 31]","[0.0, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.3333333333333333, 0.16666666666666666, 0.6666666666666666, 0.16666666666666666, 0.0, 1.0, 0.0, 0.0, 0.0]",6
87,87,"[120, 223, 29, 903]","[0.5, 0.25, 0.0, 0.25, 0.75, 0.0, 0.0, 0.25, 0.75, 0.25, 0.0, 0.0, 0.5, 0.5, 0.25, 0.25, 0.5, 0.0, 0.75, 0.0, 0.0, 0.25]",4
88,449,"[1, 2, 196, 4, 7, 13, 145, 21, 26, 59]","[0.1, 0.0, 0.5, 0.4, 0.1, 0.0, 0.2, 0.7, 0.4, 0.3, 0.3, 0.2, 0.6, 0.2, 0.7, 0.3, 0.0, 0.0, 0.7, 0.2, 0.0, 0.1]",3
89,88,"[4, 13, 6]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",5
90,89,"[3, 707, 573, 5, 38, 8, 9, 59, 13, 179, 22, 27, 317, 382]","[0.0, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.0, 0.21428571428571427, 0.0, 0.7857142857142857, 0.5, 0.2857142857142857, 0.21428571428571427, 0.14285714285714285, 0.35714285714285715, 0.5, 0.5, 0.2857142857142857, 0.14285714285714285, 0.07142857142857142, 0.7857142857142857, 0.21428571428571427, 0.0, 0.0]",7
91,90,"[25, 75, 119]","[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",6
92,91,"[707, 52, 13]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",7
93,92,"[7, 74, 108, 17, 150]","[0.6, 0.0, 0.0, 0.4, 0.4, 0.0, 0.4, 0.2, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.6, 0.2, 0.2, 0.0, 0.2, 0.2, 0.0, 0.6]",4
94,93,"[65, 611, 3, 37, 5, 775, 8, 174, 16, 19, 244, 24, 60, 184, 223]","[0.0, 0.0, 0.4, 0.6, 0.0, 0.0, 0.06666666666666667, 0.9333333333333333, 0.6, 0.2, 0.2, 0.26666666666666666, 0.2, 0.5333333333333333, 0.7333333333333333, 0.13333333333333333, 0.13333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11
95,94,"[98, 200, 8, 364, 85]","[0.0, 0.2, 0.6, 0.2, 0.0, 0.2, 0.0, 0.8, 0.6, 0.2, 0.2, 0.0, 0.6, 0.4, 0.0, 0.8, 0.2, 0.0, 0.8, 0.0, 0.2, 0.0]",6
96,95,"[491, 1039, 377, 316, 317]","[0.4, 0.2, 0.2, 0.2, 0.2, 0.0, 0.0, 0.8, 0.8, 0.2, 0.0, 0.0, 0.8, 0.2, 0.2, 0.4, 0.2, 0.2, 0.8, 0.0, 0.0, 0.2]",0
97,96,"[37, 8, 329, 10, 18, 31]","[0.16666666666666666, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.5, 0.5, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",7
98,97,"[1, 3, 113, 52, 981, 602, 317]","[0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.14285714285714285, 0.14285714285714285, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",5
99,98,"[768, 1, 98, 3, 4, 323, 38, 165, 8, 75, 13, 25, 26, 317]","[0.07142857142857142, 0.14285714285714285, 0.5, 0.2857142857142857, 0.07142857142857142, 0.14285714285714285, 0.07142857142857142, 0.7142857142857143, 0.42857142857142855, 0.35714285714285715, 0.21428571428571427, 0.14285714285714285, 0.35714285714285715, 0.5, 0.42857142857142855, 0.35714285714285715, 0.21428571428571427, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",7
100,99,"[2, 3, 4, 6, 8, 13]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.16666666666666666, 0.8333333333333334, 0.3333333333333333, 0.16666666666666666, 0.5, 0.16666666666666666, 0.5, 0.3333333333333333, 0.5, 0.3333333333333333, 0.16666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",3
101,100,"[4, 8, 24, 26, 60]","[0.0, 0.0, 0.6, 0.4, 0.0, 0.0, 0.0, 1.0, 0.2, 0.6, 0.2, 0.4, 0.2, 0.4, 0.8, 0.0, 0.2, 0.0, 0.6, 0.4, 0.0, 0.0]",2
102,102,"[65, 7, 174, 22, 123, 60]","[0.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666, 0.16666666666666666, 0.6666666666666666, 0.6666666666666666, 0.16666666666666666, 0.16666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.5, 0.0, 0.16666666666666666]",8
103,103,"[223, 2, 8, 10, 203, 114, 19, 22, 59, 31]","[0.0, 0.2, 0.6, 0.2, 0.0, 0.1, 0.2, 0.7, 0.4, 0.5, 0.1, 0.0, 0.5, 0.5, 0.3, 0.3, 0.3, 0.1, 0.9, 0.0, 0.0, 0.1]",1
104,104,"[10, 13, 50, 19, 22, 31]","[0.16666666666666666, 0.0, 0.8333333333333334, 0.0, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.5, 0.5, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 1.0, 0.0, 0.0, 0.0]",6
105,105,"[258, 354, 8, 13, 17, 52, 214, 24, 25, 56, 92]","[0.09090909090909091, 0.09090909090909091, 0.45454545454545453, 0.36363636363636365, 0.09090909090909091, 0.0, 0.09090909090909091, 0.8181818181818182, 0.6363636363636364, 0.36363636363636365, 0.0, 0.0, 0.2727272727272727, 0.7272727272727273, 0.5454545454545454, 0.18181818181818182, 0.2727272727272727, 0.0, 0.7272727272727273, 0.09090909090909091, 0.09090909090909091, 0.09090909090909091]",7
106,106,"[3, 5, 9, 201, 50, 57]","[0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.16666666666666666, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.16666666666666666, 0.8333333333333334, 0.0, 0.6666666666666666, 0.16666666666666666, 0.0, 0.16666666666666666, 0.5, 0.3333333333333333, 0.0, 0.16666666666666666]",8
107,107,"[1, 3, 4, 7, 8, 9, 10, 187, 13, 15, 49, 179, 22, 214, 59]","[0.13333333333333333, 0.06666666666666667, 0.5333333333333333, 0.26666666666666666, 0.06666666666666667, 0.13333333333333333, 0.2, 0.6, 0.6, 0.2, 0.2, 0.13333333333333333, 0.5333333333333333, 0.3333333333333333, 0.4666666666666667, 0.3333333333333333, 0.13333333333333333, 0.06666666666666667, 0.7333333333333333, 0.2, 0.0, 0.06666666666666667]",5
108,108,"[8, 74, 59]","[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.3333333333333333]",1
109,109,"[9, 44, 13, 14, 338, 52, 629, 25]","[0.0, 0.125, 0.25, 0.625, 0.0, 0.0, 0.0, 1.0, 0.375, 0.125, 0.5, 0.375, 0.125, 0.5, 0.75, 0.125, 0.125, 0.0, 0.5, 0.5, 0.0, 0.0]",9
110,110,"[75, 108, 142, 15, 22, 92]","[0.5, 0.0, 0.5, 0.0, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333, 0.8333333333333334, 0.16666666666666666, 0.0, 0.16666666666666666, 0.8333333333333334, 0.0, 0.16666666666666666, 0.6666666666666666, 0.0, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333]",10
111,111,"[1, 932, 903, 22, 55, 25, 314, 187]","[0.25, 0.25, 0.375, 0.125, 0.125, 0.25, 0.25, 0.375, 0.75, 0.25, 0.0, 0.0, 0.375, 0.625, 0.125, 0.375, 0.375, 0.125, 1.0, 0.0, 0.0, 0.0]",0
112,112,"[8, 3, 5, 39]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.5, 0.25, 0.25, 0.25, 0.25, 0.5, 0.5, 0.25, 0.25, 0.0, 0.75, 0.25, 0.0, 0.0]",2
113,113,"[223, 37, 329, 105, 60, 31]","[0.16666666666666666, 0.0, 0.5, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.16666666666666666, 0.3333333333333333, 0.5, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",2
114,114,"[193, 8, 74, 76, 141, 15, 16, 82, 338, 117, 991, 63]","[0.25, 0.3333333333333333, 0.25, 0.16666666666666666, 0.16666666666666666, 0.08333333333333333, 0.16666666666666666, 0.5833333333333334, 0.6666666666666666, 0.25, 0.08333333333333333, 0.16666666666666666, 0.5, 0.3333333333333333, 0.4166666666666667, 0.25, 0.16666666666666666, 0.16666666666666666, 0.5, 0.16666666666666666, 0.0, 0.3333333333333333]",8
115,115,"[3, 4, 8, 13, 145, 52, 26]","[0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.14285714285714285, 0.0, 0.0, 0.8571428571428571, 0.42857142857142855, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.2857142857142857, 0.42857142857142855, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285]",11
116,116,"[3, 4, 203, 270, 174, 526, 22, 28]","[0.125, 0.125, 0.375, 0.375, 0.125, 0.125, 0.0, 0.75, 0.625, 0.125, 0.25, 0.25, 0.625, 0.125, 0.625, 0.375, 0.0, 0.0, 0.75, 0.125, 0.0, 0.125]",5
117,117,"[4, 5, 326, 8, 1070, 15, 80, 20, 347, 223]","[0.2, 0.0, 0.3, 0.5, 0.2, 0.0, 0.0, 0.8, 0.5, 0.4, 0.1, 0.1, 0.5, 0.4, 0.4, 0.1, 0.2, 0.3, 1.0, 0.0, 0.0, 0.0]",0
118,118,"[41, 75, 76, 179, 1076, 22, 183]","[0.14285714285714285, 0.2857142857142857, 0.5714285714285714, 0.0, 0.14285714285714285, 0.2857142857142857, 0.14285714285714285, 0.42857142857142855, 1.0, 0.0, 0.0, 0.0, 0.8571428571428571, 0.14285714285714285, 0.2857142857142857, 0.42857142857142855, 0.2857142857142857, 0.0, 0.7142857142857143, 0.14285714285714285, 0.0, 0.14285714285714285]",10
119,119,"[2, 3, 903, 72, 428, 120, 26]","[0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.0, 0.0, 0.7142857142857143, 0.42857142857142855, 0.14285714285714285, 0.42857142857142855, 0.42857142857142855, 0.5714285714285714, 0.0, 0.7142857142857143, 0.14285714285714285, 0.14285714285714285, 0.0, 0.42857142857142855, 0.42857142857142855, 0.0, 0.14285714285714285]",9
120,120,"[2, 4, 8, 9, 13, 336, 310, 118, 26]","[0.0, 0.0, 0.4444444444444444, 0.5555555555555556, 0.0, 0.0, 0.1111111111111111, 0.8888888888888888, 0.2222222222222222, 0.4444444444444444, 0.3333333333333333, 0.1111111111111111, 0.4444444444444444, 0.4444444444444444, 0.5555555555555556, 0.1111111111111111, 0.2222222222222222, 0.1111111111111111, 0.7777777777777778, 0.2222222222222222, 0.0, 0.0]",2
121,482,"[224, 42, 74, 279, 219]","[0.2, 0.0, 0.2, 0.6, 0.0, 0.0, 0.2, 0.8, 0.4, 0.0, 0.6, 0.6, 0.4, 0.0, 0.6, 0.2, 0.0, 0.2, 0.2, 0.6, 0.0, 0.2]",9
122,121,"[2, 3, 223, 134, 8, 74, 15, 16, 19, 22, 55, 346, 31]","[0.07692307692307693, 0.07692307692307693, 0.46153846153846156, 0.38461538461538464, 0.0, 0.15384615384615385, 0.07692307692307693, 0.7692307692307693, 0.46153846153846156, 0.38461538461538464, 0.15384615384615385, 0.15384615384615385, 0.3076923076923077, 0.5384615384615384, 0.3076923076923077, 0.23076923076923078, 0.3076923076923077, 0.15384615384615385, 0.7692307692307693, 0.15384615384615385, 0.0, 0.07692307692307693]",7
123,122,"[8, 10, 75]","[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",10
124,123,"[37, 142, 223]","[0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333, 0.3333333333333333, 0.0, 0.3333333333333333]",11
125,124,"[1, 705, 67, 5, 134, 8, 107, 336, 17, 16, 26, 31, 94, 223]","[0.0, 0.0, 0.35714285714285715, 0.6428571428571429, 0.0, 0.0, 0.07142857142857142, 0.9285714285714286, 0.35714285714285715, 0.5714285714285714, 0.07142857142857142, 0.07142857142857142, 0.42857142857142855, 0.5, 0.42857142857142855, 0.21428571428571427, 0.35714285714285715, 0.0, 0.7142857142857143, 0.2857142857142857, 0.0, 0.0]",2
126,125,"[165, 200, 76, 174, 21, 377, 94]","[0.14285714285714285, 0.14285714285714285, 0.42857142857142855, 0.2857142857142857, 0.0, 0.0, 0.0, 1.0, 0.7142857142857143, 0.0, 0.2857142857142857, 0.14285714285714285, 0.5714285714285714, 0.2857142857142857, 0.14285714285714285, 0.7142857142857143, 0.0, 0.14285714285714285, 0.7142857142857143, 0.0, 0.14285714285714285, 0.14285714285714285]",5
127,126,"[16, 18, 5]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",11
128,127,"[1, 229, 40, 46, 123]","[0.0, 0.2, 0.8, 0.0, 0.0, 0.0, 0.2, 0.8, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.2, 0.8, 0.0, 0.0, 0.8, 0.0, 0.0, 0.2]",6
129,128,"[8, 48, 23, 25, 861]","[0.0, 0.0, 0.4, 0.6, 0.0, 0.0, 0.0, 1.0, 0.2, 0.6, 0.2, 0.2, 0.2, 0.6, 0.2, 0.2, 0.6, 0.0, 0.8, 0.2, 0.0, 0.0]",2
130,129,"[419, 4, 165, 134, 71, 8, 229, 13, 109, 15, 341, 310, 90, 59, 220, 445, 94]","[0.0, 0.0, 0.6470588235294118, 0.35294117647058826, 0.0, 0.0, 0.058823529411764705, 0.9411764705882353, 0.4117647058823529, 0.4117647058823529, 0.17647058823529413, 0.058823529411764705, 0.4117647058823529, 0.5294117647058824, 0.23529411764705882, 0.47058823529411764, 0.17647058823529413, 0.11764705882352941, 0.8823529411764706, 0.11764705882352941, 0.0, 0.0]",1
131,130,"[160, 258, 72, 41, 42, 11, 8, 143, 85, 126]","[0.1, 0.1, 0.6, 0.2, 0.1, 0.0, 0.1, 0.8, 0.7, 0.2, 0.1, 0.3, 0.6, 0.1, 0.5, 0.2, 0.2, 0.1, 0.5, 0.1, 0.2, 0.2]",5
132,131,"[33, 7, 8, 9, 145, 279, 90, 60]","[0.25, 0.0, 0.25, 0.5, 0.25, 0.0, 0.125, 0.625, 0.375, 0.25, 0.375, 0.25, 0.5, 0.25, 0.75, 0.0, 0.125, 0.125, 0.375, 0.5, 0.0, 0.125]",9
133,132,"[8, 137, 28]","[0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.0, 1.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.6666666666666666, 0.0, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",2
134,133,"[98, 105, 9, 141, 15, 31]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.0, 0.5, 0.5, 0.3333333333333333, 0.5, 0.16666666666666666, 0.5, 0.16666666666666666, 0.16666666666666666, 0.16666666666666666, 0.8333333333333334, 0.16666666666666666, 0.0, 0.0]",3
135,134,"[66, 3, 258, 37, 39, 40, 9, 202, 15, 80, 18, 19, 470, 664, 377, 155, 25, 95]","[0.2222222222222222, 0.16666666666666666, 0.4444444444444444, 0.16666666666666666, 0.05555555555555555, 0.05555555555555555, 0.05555555555555555, 0.8333333333333334, 0.5555555555555556, 0.2777777777777778, 0.16666666666666666, 0.1111111111111111, 0.5555555555555556, 0.3333333333333333, 0.3333333333333333, 0.2222222222222222, 0.1111111111111111, 0.3333333333333333, 0.6666666666666666, 0.16666666666666666, 0.05555555555555555, 0.1111111111111111]",0
136,135,"[65, 98, 35, 108, 60]","[0.2, 0.0, 0.4, 0.4, 0.2, 0.0, 0.0, 0.8, 0.2, 0.4, 0.4, 0.4, 0.6, 0.0, 0.8, 0.2, 0.0, 0.0, 0.2, 0.4, 0.0, 0.4]",9
137,136,"[59, 13, 14]","[0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0, 0.0, 1.0, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.6666666666666666, 0.0, 0.0, 0.6666666666666666, 0.3333333333333333, 0.0, 0.0]",7
138,137,"[514, 267, 14, 15, 17, 160, 417, 442, 187, 571, 61, 720, 468, 214, 473, 731, 220, 358, 363, 629]","[0.25, 0.05, 0.3, 0.4, 0.15, 0.0, 0.25, 0.6, 0.6, 0.2, 0.2, 0.3, 0.4, 0.3, 0.65, 0.25, 0.05, 0.05, 0.45, 0.3, 0.05, 0.2]",11
139,138,"[194, 66, 13, 118]","[0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1.0, 0.0, 0.0, 0.0, 0.5, 0.5, 0.0, 0.25, 0.25, 0.5, 0.75, 0.0, 0.0, 0.25]",10
140,139,"[99, 3, 37, 16, 80, 114, 86, 31]","[0.125, 0.25, 0.25, 0.375, 0.125, 0.0, 0.25, 0.625, 0.375, 0.5, 0.125, 0.125, 0.5, 0.375, 0.5, 0.125, 0.125, 0.25, 0.5, 0.5, 0.0, 0.0]",11
141,140,"[223, 2, 3, 37, 134, 263, 8, 4, 43, 428, 271, 19, 52, 310, 26, 31]","[0.0, 0.0, 0.5, 0.5, 0.0, 0.0, 0.0, 1.0, 0.4375, 0.375, 0.1875, 0.125, 0.375, 0.5, 0.5, 0.125, 0.375, 0.0, 0.6875, 0.3125, 0.0, 0.0]",2
142,503,"[197, 744, 10, 110, 80, 146, 22, 537]","[0.375, 0.125, 0.5, 0.0, 0.5, 0.125, 0.125, 0.25, 1.0, 0.0, 0.0, 0.0, 0.875, 0.125, 0.0, 0.875, 0.0, 0.125, 0.625, 0.0, 0.0, 0.375]",10
143,142,"[8, 72, 96, 174]","[0.25, 0.0, 0.5, 0.25, 0.0, 0.0, 0.0, 1.0, 0.5, 0.25, 0.25, 0.25, 0.5, 0.25, 0.25, 0.5, 0.25, 0.0, 1.0, 0.0, 0.0, 0.0]",7
144,143,"[358, 267, 530, 214, 61]","[0.4, 0.2, 0.0, 0.4, 0.2, 0.0, 0.4, 0.4, 0.8, 0.2, 0.0, 0.0, 0.6, 0.4, 0.6, 0.2, 0.2, 0.0, 0.2, 0.2, 0.0, 0.6]",8
145,144,"[4, 47, 31]","[0.3333333333333333, 0.0, 0.6666666666666666, 0.0, 0.0, 0.0, 0.3333333333333333, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 0.6666666666666666, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.0, 1.0, 0.0, 0.0, 0.0]",0
